ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
867-V	HSK 4	面试	miànshì	job interview	去面试 - qù miànshì - Go for a job interview<br>面试成功 - miànshì chénggōng - Successful interview<br>通过面试 - tōngguò miànshì - Pass the interview	work	[sound:hsk1_面试.wav]
2540-V	HSK 4	秒	miǎo	second	几秒钟 - jǐ miǎo zhōng - A few seconds<br>三十秒 - sānshí miǎo - Thirty seconds<br>一分一秒 - yì fēn yí miǎo - Every minute, every second	noun,time,unit	[sound:hsk4_秒.wav]
878-V	HSK 4	密码	mìmǎ	password	输入密码 - shūrù mìmǎ - Enter a password<br>忘了密码 - wàng le mìmǎ - Forgot the password<br>修改密码 - xiūgǎi mìmǎ - Change the password	technology	[sound:hsk1_密码.wav]
2541-V	HSK 4	民族	mínzú	ethnic group; nation	少数民族 - shǎoshù mínzú - Ethnic minorities<br>民族文化 - mínzú wénhuà - Ethnic culture<br>民族团结 - mínzú tuánjié - National unity	noun,society,group	[sound:hsk4_民族.wav]
2542-V	HSK 4	末	mò	end; tip	周末 - zhōumò - Weekend<br>月末 - yuèmò - End of the month<br>年末 - niánmò - End of the year	noun,time,extremity	[sound:hsk4_末.wav]
1250-V	HSK 4	目标	mùbiāo	goal; target	设定目标 - shèdìng mùbiāo - Set goals<br>实现目标 - shíxiàn mùbiāo - achieve goals<br>长期目标 - chángqī mùbiāo - Long-term goals	work	[sound:hsk1_目标.wav]
2543-V	HSK 4	目的	mùdì	purpose; goal	我的目的 - wǒ de mùdì - My goal<br>目的是什么？ - mùdì shì shénme? - What is the purpose?<br>达到目的 - dádào mùdì - Achieve one's goal	noun,intention,goal	[sound:hsk4_目的.wav]
2544-V	HSK 4	目的地	mùdìdì	destination	到达目的地 - dàodá mùdìdì - Arrive at the destination<br>我们的目的地 - wǒmen de mùdìdì - Our destination<br>目的地在哪里？ - mùdìdì zài nǎlǐ? - Where is the destination?	noun,travel,place	[sound:hsk4_目的地.wav]
2545-V	HSK 4	母女	mǔnǚ	mother and daughter	母女俩 - mǔnǚ liǎ - The mother and daughter<br>母女关系 - mǔnǚ guānxi - Mother-daughter relationship<br>她们是母女 - tāmen shì mǔnǚ - They are mother and daughter	noun,family,relationship	[sound:hsk4_母女.wav]
2546-V	HSK 4	目前	mùqián	currently; at the moment	目前的情况 - mùqián de qíngkuàng - The current situation<br>目前还不知道 - mùqián hái bù zhīdào - I don't know yet<br>目前为止 - mùqián wéizhǐ - Up to now	adverb,time,present	[sound:hsk4_目前.wav]
2547-V	HSK 4	母亲	mǔqīn	mother	我的母亲 - wǒ de mǔqīn - My mother<br>母亲节 - mǔqīn jié - Mother's Day<br>母亲的爱 - mǔqīn de ài - A mother's love	noun,family,parent	[sound:hsk4_母亲.wav]
2548-V	HSK 4	母子	mǔzǐ	mother and son	母子俩 - mǔzǐ liǎ - The mother and son<br>母子关系 - mǔzǐ guānxi - Mother-son relationship<br>他们是母子 - tāmen shì mǔzǐ - They are mother and son	noun,family,relationship	[sound:hsk4_母子.wav]
1365-V	HSK 4	耐心	nàixīn	patient; patience	有耐心 - yǒu nàixīn - Patient<br>耐心等待 - nàixīn děngdài - Patient waiting<br>耐心解释 - nàixīn jiěshì - Patient explanation	noun	[sound:hsk1_耐心.wav]
2549-V	HSK 4	南部	nánbù	south; southern part	中国南部 - Zhōngguó nánbù - The south of China<br>南部地区 - nánbù dìqū - Southern region<br>在南部 - zài nánbù - In the south	noun,geography,direction	[sound:hsk4_南部.wav]
2550-V	HSK 4	难道	nándào	is it really that; could it be	难道你不知道？ - nándào nǐ bù zhīdào? - Don't you really know?<br>难道是真的？ - nándào shì zhēn de? - Is it really true?<br>难道他不来？ - nándào tā bù lái? - Would he really not come?	adverb,rhetoric,question	[sound:hsk4_难道.wav]
2551-V	HSK 4	男士	nánshì	gentleman; sir	男士优先 - nánshì yōuxiān - Gentlemen first<br>男士洗手间 - nánshì xǐshǒujiān - Men's restroom<br>这位男士 - zhè wèi nánshì - This gentleman	noun,person,man	[sound:hsk4_男士.wav]
2552-V	HSK 4	难受	nánshòu	uncomfortable; feeling unwell	我很难受 - wǒ hěn nánshòu - I'm not feeling well<br>心里难受 - xīnli nánshòu - Feel heartache<br>头很难受 - tóu hěn nánshòu - My head hurts	adjective,health,emotion	[sound:hsk4_难受.wav]
2553-V	HSK 4	难忘	nánwàng	unforgettable	难忘的经历 - nánwàng de jīnglì - An unforgettable experience<br>这是难忘的一天 - zhè shì nánwàng de yì tiān - It's an unforgettable day<br>难忘的回忆 - nánwàng de huíyì - An unforgettable memory	adjective,memory,memory	[sound:hsk4_难忘.wav]
2554-V	HSK 4	男性	nánxìng	male; man	男性朋友 - nánxìng péngyou - Male friend<br>男性和女性 - nánxìng hé nǚxìng - Men and women<br>男性用品 - nánxìng yòngpǐn - Men's products	noun,gender,person	[sound:hsk4_男性.wav]
2555-V	HSK 4	内	nèi	interior; inside	国内 - guónèi - Domestic; within the country<br>室内 - shìnèi - Indoors<br>以内 - yǐnèi - Within, in less than	noun,position,space	[sound:hsk4_内.wav]
1270-V	HSK 4	内容	nèiróng	content	文章内容 - wénzhāng nèiróng - article content<br>主要内容 - zhǔyào nèiróng - main content<br>内容丰富 - nèiróng fēngfù - rich in content	work	[sound:hsk1_内容.wav]
2556-V	HSK 4	内心	nèixīn	inner self; heart	内心深处 - nèixīn shēnchù - Deep inside oneself<br>内心的想法 - nèixīn de xiǎngfǎ - Inner thoughts<br>内心平静 - nèixīn píngjìng - Inner peace	noun,psychology,feeling	[sound:hsk4_内心.wav]
2557-V	HSK 4	能否	néng fǒu	whether one can or not	能否告诉我？ - néng fǒu gàosu wǒ? - Can you tell me?<br>不知道能否 - bù zhīdào néng fǒu - I don't know if it's possible<br>能否成功 - néng fǒu chénggōng - Whether one can succeed or not	verb,possibility,question	[sound:hsk4_能否.wav]
2558-V	HSK 4	能够	nénggòu	to be able to; to manage to	能够做到 - nénggòu zuòdào - Be able to do it<br>能够理解 - nénggòu lǐjiě - Be able to understand<br>我能够帮你 - wǒ nénggòu bāng nǐ - I can help you	verb,ability,possibility	[sound:hsk4_能够.wav]
1238-V	HSK 4	能力	nénglì	ability; capability	工作能力 - gōngzuò nénglì - work skills<br>学习能力 - xuéxí nénglì - learning ability<br>提高能力 - tígāo nénglì - improve one's abilities	work	[sound:hsk1_能力.wav]
2559-V	HSK 4	嗯	ǹg	um; hmm (interjection)	嗯，好的 - ǹg, hǎo de - Hmm, okay<br>嗯，我知道了 - ǹg, wǒ zhīdào le - Yes, I understand<br>嗯？ - ǹg? - Huh?	interjection,response,agreement	[sound:hsk4_嗯.wav]
2560-V	HSK 4	年底	niándǐ	end of the year	年底之前 - niándǐ zhīqián - Before the end of the year<br>到年底 - dào niándǐ - Until the end of the year<br>年底总结 - niándǐ zǒngjié - Year-end summary	noun,time,period	[sound:hsk4_年底.wav]
2561-V	HSK 4	年龄	niánlíng	age	你多大年龄？ - nǐ duō dà niánlíng? - How old are you?<br>年龄限制 - niánlíng xiànzhì - Age limit<br>不同年龄 - bùtóng niánlíng - Different ages	noun,time,life	[sound:hsk4_年龄.wav]
2562-V	HSK 4	弄	nòng	to do; to deal with	弄好了 - nòng hǎo le - Done<br>弄坏了 - nòng huài le - Broken<br>弄清楚 - nòng qīngchu - Clarify	verb,action,manipulation	[sound:hsk4_弄.wav]
1177-V	HSK 4	农村	nóngcūn	countryside; rural area	农村生活 - nóngcūn shēnghuó - rural life<br>在农村 - zài nóngcūn - in the countryside<br>农村经济 - nóngcūn jīngjì - rural economy	place	[sound:hsk1_农村.wav]
771-V	HSK 4	暖和	nuǎnhuo	warm; mild	很暖和 - hěn nuǎnhuo - Very warm<br>春天很暖和 - chūntiān hěn nuǎnhuo - Spring is warm<br>房间里很暖和 - fángjiān lǐ hěn nuǎnhuo - The room is warm	weather,adjective	[sound:hsk1_暖和.wav]
2563-V	HSK 4	女性	nǚxìng	female; woman	女性朋友 - nǚxìng péngyou - Female friend<br>女性用品 - nǚxìng yòngpǐn - Women's products<br>女性权利 - nǚxìng quánlì - Women's rights	noun,gender,person	[sound:hsk4_女性.wav]
570-V	HSK 4	偶尔	ǒu'ěr	occasionally; once in a while	偶尔去 - ǒu'ěr qù - occasionally go<br>偶尔吃 - ǒu'ěr chī - occasionally eat	adverb	[sound:hsk1_偶尔.wav]
2564-V	HSK 4	排	pái	row; to line up; to queue	排队 - páiduì - Queue up<br>第一排 - dì yī pái - First row<br>排好 - pái hǎo - Properly arranged	noun,verb,order	[sound:hsk4_排.wav]
2565-V	HSK 4	牌	pái	sign; card; brand	打牌 - dǎpái - Play cards<br>门牌 - ménpái - Door number<br>品牌 - pǐnpái - Brand	noun,object,identification	[sound:hsk4_牌.wav]
2566-V	HSK 4	拍	pāi	to clap; to photograph	拍照 - pāizhào - Take a photo<br>拍电影 - pāi diànyǐng - Shoot a film<br>拍手 - pāishǒu - Applaud	verb,action,photo	[sound:hsk4_拍.wav]
1581-V	HSK 4	排队	páiduì	to queue; to line up	排队等候 - páiduì děnghòu - wait in line<br>排队买票 - páiduì mǎi piào - buy tickets in line<br>排队时间 - páiduì shíjiān - time spent in line	daily	[sound:hsk1_排队.wav]
2567-V	HSK 4	排球	páiqiú	volleyball	打排球 - dǎ páiqiú - Play volleyball<br>排球比赛 - páiqiú bǐsài - Volleyball match<br>排球队 - páiqiú duì - Volleyball team	noun,sport,ball	[sound:hsk4_排球.wav]
2568-V	HSK 4	牌子	páizi	brand; sign	什么牌子？ - shénme páizi? - What brand?<br>名牌子 - míng páizi - Big brand<br>这个牌子很好 - zhège páizi hěn hǎo - This brand is good	noun,commerce,identification	[sound:hsk4_牌子.wav]
2569-V	HSK 4	判断	pànduàn	to judge; to evaluate	判断对错 - pànduàn duìcuò - Judge right from wrong<br>我的判断 - wǒ de pànduàn - My judgment<br>判断力 - pànduànlì - Judgment ability	verb,thought,decision	[sound:hsk4_判断.wav]
2570-V	HSK 4	陪	péi	to accompany	陪你去 - péi nǐ qù - Accompany you<br>陪朋友 - péi péngyou - Accompany a friend<br>陪孩子玩 - péi háizi wán - Play with the children	verb,social,company	[sound:hsk4_陪.wav]
2571-V	HSK 4	片	piàn	piece; slice; film	一片面包 - yì piàn miànbāo - A slice of bread<br>照片 - zhàopiàn - Photo<br>电影片 - diànyǐng piàn - Film	classifier,noun,cinema	[sound:hsk4_片.wav]
2572-V	HSK 4	篇	piān	classifier for articles	一篇文章 - yì piān wénzhāng - An article<br>这篇课文 - zhè piān kèwén - This text<br>写一篇 - xiě yì piān - Write an article	classifier,text,article	[sound:hsk4_篇.wav]
1741-V	HSK 4	皮肤	pífū	skin	皮肤过敏 - pífū guòmǐn - skin allergy<br>皮肤病 - pífūbìng - skin disease<br>皮肤科 - pífūkē - dermatology	health	[sound:hsk1_皮肤.wav]
2573-V	HSK 4	平常	píngcháng	ordinary; usual	平常的日子 - píngcháng de rìzi - An ordinary day<br>平常怎么做？ - píngcháng zěnme zuò? - How do you usually do it?<br>和平常一样 - hé píngcháng yíyàng - Same as usual	adjective,adverb,daily	[sound:hsk4_平常.wav]
2574-V	HSK 4	乒乓球	pīngpāngqiú	table tennis; ping-pong	打乒乓球 - dǎ pīngpāngqiú - Play ping-pong<br>乒乓球比赛 - pīngpāngqiú bǐsài - Ping-pong match<br>中国人喜欢乒乓球 - Zhōngguó rén xǐhuan pīngpāngqiú - Chinese people love ping-pong	noun,sport,ball	[sound:hsk4_乒乓球.wav]
1386-V	HSK 4	批评	pīpíng	to criticize	批评意见 - pīpíng yìjiàn - critical feedback<br>接受批评 - jiēshòu pīpíng - Accept criticism<br>严厉批评 - yánlì pīpíng - harsh criticism	verb	[sound:hsk1_批评.wav]
2575-V	HSK 4	脾气	píqi	temperament; character	脾气不好 - píqi bù hǎo - Have a bad temper<br>发脾气 - fā píqi - Lose one's temper<br>他脾气很好 - tā píqi hěn hǎo - He has a good temper	noun,personality,emotion	[sound:hsk4_脾气.wav]
2576-V	HSK 4	皮鞋	píxié	leather shoes	穿皮鞋 - chuān píxié - Wear leather shoes<br>一双皮鞋 - yì shuāng píxié - A pair of leather shoes<br>皮鞋很贵 - píxié hěn guì - Leather shoes are expensive	noun,clothing,shoe	[sound:hsk4_皮鞋.wav]
2577-V	HSK 4	破	pò	broken; damaged	破了 - pò le - It's broken<br>破坏 - pòhuài - Destroy<br>这个杯子破了 - zhège bēizi pò le - This glass is broken	adjective,state,damage	[sound:hsk4_破.wav]
2578-V	HSK 4	普遍	pǔbiàn	universal; widespread	普遍现象 - pǔbiàn xiànxiàng - Widespread phenomenon<br>很普遍 - hěn pǔbiàn - Very common<br>普遍认为 - pǔbiàn rènwéi - It is generally believed that	adjective,frequency,general	[sound:hsk4_普遍.wav]
2579-V	HSK 4	葡萄	pútao	grape	吃葡萄 - chī pútao - Eat grapes<br>葡萄很甜 - pútao hěn tián - The grapes are sweet<br>一串葡萄 - yì chuàn pútao - A bunch of grapes	noun,fruit,food	[sound:hsk4_葡萄.wav]
2580-V	HSK 4	葡萄酒	pútaojiǔ	wine	喝葡萄酒 - hē pútaojiǔ - Drink wine<br>红葡萄酒 - hóng pútaojiǔ - Red wine<br>法国葡萄酒 - Fǎguó pútaojiǔ - French wine	noun,drink,alcohol	[sound:hsk4_葡萄酒.wav]
1279-V	HSK 4	普通	pǔtōng	ordinary; common	我就是一个普通人 - wǒ jiùshì yí ge pǔtōng rén - I'm just an ordinary person<br>你会说普通话吗？ - nǐ huì shuō pǔtōnghuà ma? - Can you speak Mandarin?<br>他来自一个普通家庭 - tā láizì yí ge pǔtōng jiātíng - He comes from a modest family<br>这个东西很普通 - zhège dōngxi hěn pǔtōng - This thing is nothing special<br>普通的日子也很幸福 - pǔtōng de rìzi yě hěn xìngfú - Ordinary days are also happy	adjective	[sound:hsk1_普通.wav]
2581-V	HSK 4	普通话	pǔtōnghuà	Mandarin; standard Chinese	说普通话 - shuō pǔtōnghuà - Speak Mandarin<br>学普通话 - xué pǔtōnghuà - Learn Mandarin<br>他普通话很好 - tā pǔtōnghuà hěn hǎo - His Mandarin is very good	noun,language,chinese	[sound:hsk4_普通话.wav]
2582-V	HSK 4	气	qì	air; breath; anger	生气 - shēngqì - Get angry<br>空气 - kōngqì - Air<br>别气了 - bié qì le - Don't be angry	noun,element,emotion	[sound:hsk4_气.wav]
2583-V	HSK 4	期	qī	period; issue number	第一期 - dì yī qī - First issue<br>学期 - xuéqī - Semester<br>期限 - qīxiàn - Deadline	noun,time,classification	[sound:hsk4_期.wav]
2584-V	HSK 4	前方	qiánfāng	ahead; in front	前方有人 - qiánfāng yǒu rén - There is someone ahead<br>前方到站 - qiánfāng dào zhàn - Next stop<br>看前方 - kàn qiánfāng - Look ahead	noun,position,direction	[sound:hsk4_前方.wav]
2585-V	HSK 4	强	qiáng	strong; powerful	很强 - hěn qiáng - Very strong<br>强大 - qiángdà - Powerful<br>能力很强 - nénglì hěn qiáng - Very capable	adjective,strength,intensity	[sound:hsk4_强.wav]
2586-V	HSK 4	前后	qiánhòu	before and after; approximately	前后左右 - qiánhòu zuǒyòu - Front, back, left, right<br>三天前后 - sān tiān qiánhòu - About three days<br>事情前后 - shìqing qiánhòu - Before and after the event	noun,time,position	[sound:hsk4_前后.wav]
2587-V	HSK 4	千克	qiānkè	kilogram	一千克 - yì qiānkè - One kilogram<br>五千克 - wǔ qiānkè - Five kilograms<br>多少千克？ - duōshao qiānkè? - How many kilograms?	noun,measure,weight	[sound:hsk4_千克.wav]
2588-V	HSK 4	千万	qiānwàn	absolutely; by all means	千万别忘了 - qiānwàn bié wàng le - Whatever you do, don't forget<br>千万小心 - qiānwàn xiǎoxīn - Be very careful<br>千万要记住 - qiānwàn yào jìzhù - Be sure to remember	adverb,emphasis,warning	[sound:hsk4_千万.wav]
953-V	HSK 4	签证	qiānzhèng	visa	办签证 - bàn qiānzhèng - Get a visa<br>签证申请 - qiānzhèng shēnqǐng - Visa application<br>签证过期 - qiānzhèng guòqī - The visa has expired	travel	[sound:hsk1_签证.wav]
2589-V	HSK 4	桥	qiáo	bridge	过桥 - guò qiáo - Cross the bridge<br>一座桥 - yí zuò qiáo - A bridge<br>桥上 - qiáo shàng - On the bridge	noun,construction,passage	[sound:hsk4_桥.wav]
2590-V	HSK 4	巧	qiǎo	skillful; by coincidence	真巧 - zhēn qiǎo - What a coincidence!<br>巧合 - qiǎohé - Coincidence<br>手很巧 - shǒu hěn qiǎo - Have skillful hands	adjective,adverb,coincidence	[sound:hsk4_巧.wav]
2591-V	HSK 4	敲	qiāo	to knock; to tap	敲门 - qiāo mén - Knock on the door<br>敲了三下 - qiāo le sān xià - Knock three times<br>有人敲门 - yǒu rén qiāo mén - Someone is knocking at the door	verb,action,sound	[sound:hsk4_敲.wav]
2592-V	HSK 4	巧克力	qiǎokèlì	chocolate	吃巧克力 - chī qiǎokèlì - Eat chocolate<br>巧克力蛋糕 - qiǎokèlì dàngāo - Chocolate cake<br>我喜欢巧克力 - wǒ xǐhuan qiǎokèlì - I like chocolate	noun,food,confectionery	[sound:hsk4_巧克力.wav]
1301-V	HSK 4	其次	qícì	secondly; next	其次是 - qícì shì - Next is<br>首先...其次... - shǒuxiān...qícì... - First...then...<br>其次要考虑 - qícì yào kǎolǜ - One should also consider	adverb	[sound:hsk1_其次.wav]
2593-V	HSK 4	起到	qǐdào	to play a role; to have an effect	起到作用 - qǐdào zuòyòng - Play a role<br>起到重要作用 - qǐdào zhòngyào zuòyòng - Play an important role<br>起到效果 - qǐdào xiàoguǒ - Have an effect	verb,function,result	[sound:hsk4_起到.wav]
1473-V	HSK 4	气候	qìhòu	climate	气候变化 - qìhòu biànhuà - climate change<br>气候温和 - qìhòu wēnhé - mild climate<br>全球气候 - quánqiú qìhòu - global climate	environment	[sound:hsk1_气候.wav]
2594-V	HSK 4	期末	qīmò	end of semester	期末考试 - qīmò kǎoshì - End-of-semester exam<br>期末成绩 - qīmò chéngjì - End-of-semester grades<br>快到期末了 - kuài dào qīmò le - The end of the semester is approaching	noun,education,time	[sound:hsk4_期末.wav]
2595-V	HSK 4	琴	qín	stringed instrument	弹琴 - tán qín - Play a stringed instrument<br>钢琴 - gāngqín - Piano<br>小提琴 - xiǎotíqín - Violin	noun,music,instrument	[sound:hsk4_琴.wav]
823-V	HSK 4	轻	qīng	light (in weight)	很轻 - hěn qīng - Very light<br>包很轻 - bāo hěn qīng - Light bag<br>轻松 - qīngsōng - Easy	adjective	[sound:hsk1_轻.wav]
1247-V	HSK 4	情况	qíngkuàng	situation; condition	情况怎么样？ - qíngkuàng zěnmeyàng? - How is the situation?<br>具体情况 - jùtǐ qíngkuàng - Specific situation<br>经济情况 - jīngjì qíngkuàng - Economic situation	work	[sound:hsk1_情况.wav]
2596-V	HSK 4	青年	qīngnián	young person; youth	青年人 - qīngniánrén - Young people<br>青年时代 - qīngnián shídài - Youth years<br>青年节 - qīngnián jié - Youth Day	noun,age,person	[sound:hsk4_青年.wav]
2597-V	HSK 4	轻松	qīngsōng	relaxed; easy	很轻松 - hěn qīngsōng - Very relaxed<br>轻松一下 - qīngsōng yíxià - Relax a bit<br>工作很轻松 - gōngzuò hěn qīngsōng - The work is easy	adjective,state,attitude	[sound:hsk4_轻松.wav]
2598-V	HSK 4	庆祝	qìngzhù	to celebrate	庆祝生日 - qìngzhù shēngrì - Celebrate a birthday<br>庆祝节日 - qìngzhù jiérì - Celebrate a holiday<br>一起庆祝 - yìqǐ qìngzhù - Celebrate together	verb,event,celebration	[sound:hsk4_庆祝.wav]
2599-V	HSK 4	亲戚	qīnqi	relative; family member	我的亲戚 - wǒ de qīnqi - My relatives<br>亲戚朋友 - qīnqi péngyou - Relatives and friends<br>去看亲戚 - qù kàn qīnqi - Visit relatives	noun,family,relationship	[sound:hsk4_亲戚.wav]
2600-V	HSK 4	汽水	qìshuǐ	soda; fizzy drink	喝汽水 - hē qìshuǐ - Drink soda<br>一瓶汽水 - yì píng qìshuǐ - A bottle of soda<br>汽水很凉 - qìshuǐ hěn liáng - The soda is cold	noun,drink,refreshment	[sound:hsk4_汽水.wav]
2601-V	HSK 4	球队	qiúduì	sports team	足球队 - zúqiú duì - Football team<br>加入球队 - jiārù qiúduì - Join a team<br>我们的球队 - wǒmen de qiúduì - Our team	noun,sport,group	[sound:hsk4_球队.wav]
2602-V	HSK 4	球迷	qiúmí	sports fan	足球迷 - zúqiú mí - Football fan<br>他是球迷 - tā shì qiúmí - He is a sports fan<br>很多球迷 - hěn duō qiúmí - Many fans	noun,sport,person	[sound:hsk4_球迷.wav]
2603-V	HSK 4	气温	qìwēn	air temperature	气温很高 - qìwēn hěn gāo - The temperature is high<br>今天气温多少？ - jīntiān qìwēn duōshao? - What is the temperature today?<br>气温下降 - qìwēn xiàjiàng - The temperature is dropping	noun,weather,measure	[sound:hsk4_气温.wav]
2604-V	HSK 4	其中	qízhōng	among; of which	其中一个 - qízhōng yí gè - One of them<br>其中包括 - qízhōng bāokuò - Including<br>其中有三个 - qízhōng yǒu sān gè - Of which three	pronoun,inclusion,part	[sound:hsk4_其中.wav]
2605-V	HSK 4	期中	qīzhōng	mid-semester	期中考试 - qīzhōng kǎoshì - Mid-semester exam<br>期中成绩 - qīzhōng chéngjì - Mid-semester grades<br>期中之前 - qīzhōng zhīqián - Before mid-semester	noun,education,time	[sound:hsk4_期中.wav]
2606-V	HSK 4	取	qǔ	to take; to withdraw	取钱 - qǔ qián - Withdraw money<br>取包裹 - qǔ bāoguǒ - Pick up a parcel<br>去取 - qù qǔ - Go and get	verb,action,retrieval	[sound:hsk4_取.wav]
2607-V	HSK 4	区	qū	district; zone	市区 - shìqū - City center<br>住在这个区 - zhù zài zhège qū - Live in this district<br>商业区 - shāngyè qū - Commercial zone	noun,place,division	[sound:hsk4_区.wav]
2608-V	HSK 4	全	quán	all; entire	全部 - quánbù - All, the whole<br>全家 - quánjiā - The whole family<br>全班 - quánbān - The whole class	adjective,quantity,totality	[sound:hsk4_全.wav]
1069-V	HSK 4	全部	quánbù	all; entirely	全部完成 - quánbù wánchéng - completely finished<br>全部人 - quánbù rén - all people<br>全部内容 - quánbù nèiróng - all the content	adverb	[sound:hsk1_全部.wav]
2609-V	HSK 4	全都	quándōu	all without exception	全都来了 - quándōu lái le - They all came<br>全都知道 - quándōu zhīdào - Everyone knows<br>全都吃完了 - quándōu chī wán le - Everything was eaten	adverb,quantity,totality	[sound:hsk4_全都.wav]
2610-V	HSK 4	全球	quánqiú	global; worldwide	全球化 - quánqiúhuà - Globalization<br>全球变暖 - quánqiú biànnuǎn - Global warming<br>全球市场 - quánqiú shìchǎng - Global market	noun,adjective,world	[sound:hsk4_全球.wav]
2611-V	HSK 4	全身	quánshēn	whole body	全身疼 - quánshēn téng - Ache all over<br>全身湿了 - quánshēn shī le - Soaked from head to toe<br>全身运动 - quánshēn yùndòng - Full body exercise	noun,body,totality	[sound:hsk4_全身.wav]
1418-V	HSK 4	区别	qūbié	difference	有区别 - yǒu qūbié - having differences<br>本质区别 - běnzhì qūbié - a fundamental difference<br>区别对待 - qūbié duìdài - to treat differently	noun	[sound:hsk1_区别.wav]
2612-V	HSK 4	取得	qǔdé	to obtain; to achieve	取得成功 - qǔdé chénggōng - to achieve success<br>取得进步 - qǔdé jìnbù - to make progress<br>取得好成绩 - qǔdé hǎo chéngjì - to get good results	verb,acquisition,success	[sound:hsk4_取得.wav]
2613-V	HSK 4	却	què	yet; however	他很忙，却很开心 - tā hěn máng, què hěn kāixīn - He is very busy, yet happy<br>想去却不能去 - xiǎng qù què bù néng qù - To want to go but not be able to<br>说了却不做 - shuō le què bú zuò - To say but not do	adverb,contrast,opposition	[sound:hsk4_却.wav]
2614-V	HSK 4	缺	quē	to lack	缺钱 - quē qián - To lack money<br>缺人 - quē rén - To be short-staffed<br>什么都不缺 - shénme dōu bù quē - To lack nothing	verb,absence,insufficiency	[sound:hsk4_缺.wav]
2615-V	HSK 4	缺点	quēdiǎn	flaw; weakness	他的缺点 - tā de quēdiǎn - His flaws<br>优点和缺点 - yōudiǎn hé quēdiǎn - Strengths and weaknesses<br>改正缺点 - gǎizhèng quēdiǎn - To correct one's flaws	noun,character,weakness	[sound:hsk4_缺点.wav]
2616-V	HSK 4	缺少	quēshǎo	to lack; to be missing	缺少经验 - quēshǎo jīngyàn - To lack experience<br>缺少时间 - quēshǎo shíjiān - To lack time<br>不能缺少 - bù néng quēshǎo - Indispensable	verb,absence,insufficiency	[sound:hsk4_缺少.wav]
1072-V	HSK 4	确实	quèshí	indeed; truly	确实是 - quèshí shì - it is indeed<br>确实很好 - quèshí hěn hǎo - It's really good<br>确实存在 - quèshí cúnzài - It truly exists	adverb	[sound:hsk1_确实.wav]
1347-V	HSK 4	取消	qǔxiāo	to cancel	取消会议 - qǔxiāo huìyì - to cancel a meeting<br>取消计划 - qǔxiāo jìhuà - to cancel a plan<br>取消订单 - qǔxiāo dìngdān - to cancel an order	verb	[sound:hsk1_取消.wav]
2617-V	HSK 4	然而	rán'ér	however; nevertheless	然而他没来 - rán'ér tā méi lái - However he didn't come<br>很简单，然而很重要 - hěn jiǎndān, rán'ér hěn zhòngyào - Simple but important<br>然而事实是 - rán'ér shìshí shì - However the reality is that	conjunction,contrast,opposition	[sound:hsk4_然而.wav]
827-V	HSK 4	热闹	rènao	lively; bustling	很热闹 - hěn rènao - Very lively<br>街上很热闹 - jiē shàng hěn rènao - The street is bustling<br>热闹的城市 - rènao de chéngshì - A lively city	adjective	[sound:hsk1_热闹.wav]
2618-V	HSK 4	仍	réng	still; yet	仍然 - réngrán - Still, yet<br>仍在继续 - réng zài jìxù - Still continuing<br>问题仍然存在 - wèntí réngrán cúnzài - The problem still exists	adverb,continuation,persistence	[sound:hsk4_仍.wav]
2619-V	HSK 4	扔	rēng	to throw; to toss	扔垃圾 - rēng lājī - To throw out the trash<br>扔掉 - rēng diào - To throw away<br>别乱扔 - bié luàn rēng - Don't throw things just anywhere	verb,action,movement	[sound:hsk4_扔.wav]
1440-V	HSK 4	仍然	réngrán	still	仍然存在 - réngrán cúnzài - Still present<br>仍然坚持 - réngrán jiānchí - Still persisting<br>仍然有效 - réngrán yǒuxiào - Still valid	adverb	[sound:hsk1_仍然.wav]
2620-V	HSK 4	任何	rènhé	any; whatever	任何人 - rènhé rén - Anyone<br>任何问题 - rènhé wèntí - Any problem<br>任何时候 - rènhé shíhou - At any time	pronoun,quantity,indefinite	[sound:hsk4_任何.wav]
2621-V	HSK 4	人生	rénshēng	life (human)	人生目标 - rénshēng mùbiāo - Life goal<br>人生经历 - rénshēng jīnglì - Life experience<br>美好的人生 - měihǎo de rénshēng - A beautiful life	noun,philosophy,existence	[sound:hsk4_人生.wav]
2622-V	HSK 4	人数	rénshù	number of people	人数很多 - rénshù hěn duō - There are many people<br>参加人数 - cānjiā rénshù - Number of participants<br>人数限制 - rénshù xiànzhì - Limit on number of people	noun,quantity,statistic	[sound:hsk4_人数.wav]
872-V	HSK 4	任务	rènwu	task; mission	完成任务 - wánchéng rènwu - To complete a task<br>新任务 - xīn rènwu - New task<br>任务分配 - rènwu fēnpèi - Task assignment	work	[sound:hsk1_任务.wav]
2623-V	HSK 4	人员	rényuán	staff; personnel	工作人员 - gōngzuò rényuán - Staff, employees<br>服务人员 - fúwù rényuán - Service staff<br>相关人员 - xiāngguān rényuán - Relevant persons	noun,work,group	[sound:hsk4_人员.wav]
2624-V	HSK 4	日常	rìcháng	daily; everyday	日常生活 - rìcháng shēnghuó - Daily life<br>日常工作 - rìcháng gōngzuò - Daily work<br>日常用品 - rìcháng yòngpǐn - Everyday items	adjective,time,routine	[sound:hsk4_日常.wav]
